datetime,security,setup_completed_at,setup_is_perfect,setup_highest_high,count_1_at,count_2_at,count_3_at,count_4_at,count_5_at,count_6_at,count_7_at,count_8_at,count_8_close,count_9_at,count_10_at,count_11_at,count_12_at,count_13_at,countdown_completed_count,countdown_is_perfect,countdown_status,bought,buy_reject_reason,buy_order_id,buy_quantity,buy_price,buy_commission,buy_date,entry_value,stop_loss_price,take_profit_price,sell_order_id,sell_price,sell_commission,sell_date,sell_reason,price_pnl,dividend_income,pnl
2021-04-20 00:00:00,600036.SS,2021-04-16 00:00:00,True,42.33,,,,,,,,,,,,,,,0,,CANCEL_BY_TDST_RULE_4,False,,,,,,,,,,,,,,,,,
2021-07-08 00:00:00,600036.SS,2021-06-23 00:00:00,False,47.96,2021-06-29 00:00:00,2021-07-02 00:00:00,2021-07-05 00:00:00,,,,,,,,,,,,3,,CANCEL_BY_SAME_SETUP,False,,,,,,,,,,,,,,,,,
2021-09-13 00:00:00,600036.SS,2021-07-08 00:00:00,True,46.79,2021-07-08 00:00:00,2021-07-09 00:00:00,2021-07-20 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,2021-07-28 00:00:00,2021-08-05 00:00:00,2021-08-17 00:00:00,41.38,2021-08-26 00:00:00,2021-08-27 00:00:00,2021-08-30 00:00:00,2021-08-31 00:00:00,,12,,CANCEL_BY_OPPOSITE_SETUP,False,,,,,,,,,,,,,,,,,
2022-01-05 15:00:00,600036.SS,2021-11-09 00:00:00,True,46.76,2021-11-09 00:00:00,2021-11-10 00:00:00,2021-11-17 00:00:00,2021-11-18 00:00:00,2021-11-25 00:00:00,2021-11-26 00:00:00,2021-11-29 00:00:00,2021-11-30 00:00:00,41.25,2021-12-14 00:00:00,2021-12-15 00:00:00,2021-12-17 00:00:00,2021-12-21 00:00:00,2021-12-22 00:00:00,13,False,NORMAL,True,,8a1f514f774246da8536eb996a179a09,100,50.22,5.2446,2021-12-23 15:00:00,5022.0,39.3,66.6,8b7f93feb23542feaae04faf23102e28,49.05,10.1439,2022-01-05 15:00:00,STOP_LOSS,-117.0,0.0,-132.39
2022-02-11 00:00:00,600036.SS,2021-12-24 00:00:00,True,44.26,2021-12-24 00:00:00,2021-12-27 00:00:00,2021-12-28 00:00:00,2021-12-29 00:00:00,2021-12-30 00:00:00,2022-01-14 00:00:00,2022-01-17 00:00:00,2022-01-25 00:00:00,42.66,2022-01-26 00:00:00,2022-01-28 00:00:00,,,,10,,CANCEL_BY_TDST_RULE_4,False,,,,,,,,,,,,,,,,,
2022-05-10 15:00:00,600036.SS,2022-03-07 00:00:00,True,43.22,2022-03-07 00:00:00,2022-03-08 00:00:00,2022-03-09 00:00:00,2022-03-10 00:00:00,2022-03-14 00:00:00,2022-03-15 00:00:00,2022-03-25 00:00:00,2022-03-28 00:00:00,36.81,2022-04-11 00:00:00,2022-04-12 00:00:00,2022-04-18 00:00:00,2022-04-19 00:00:00,2022-04-20 00:00:00,13,True,NORMAL,True,,786e55861c5441b1b84aae9ecd283444,200,41.28,5.4021,2022-04-21 15:00:00,8256.0,28.51,60.435,561b7fdedd494cf2a892bec2bcb7bcfc,36.98,12.7562,2022-05-10 15:00:00,STOP_LOSS,-860.0,0.0,-878.16
2022-10-11 15:00:00,600036.SS,2022-04-28 00:00:00,False,37.72,2022-05-06 00:00:00,2022-05-09 00:00:00,2022-05-10 00:00:00,2022-05-25 00:00:00,2022-05-26 00:00:00,2022-06-06 00:00:00,2022-06-13 00:00:00,2022-06-14 00:00:00,31.0,2022-06-20 00:00:00,2022-06-22 00:00:00,2022-07-05 00:00:00,2022-07-06 00:00:00,2022-07-07 00:00:00,13,False,NORMAL,True,,ca828b7ed53f42e880ded54cf1c331d3,200,39.81,5.3877,2022-07-08 15:00:00,7962.0,25.12,61.845,1e189e435d4f4f6f9eeef5a14a3b6993,31.4,11.5858,2022-10-11 15:00:00,STOP_LOSS,-1682.0,243.52,-1455.45
2022-10-11 15:00:00,600036.SS,2022-07-14 00:00:00,True,33.43,2022-07-14 00:00:00,2022-07-15 00:00:00,2022-07-22 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,2022-08-02 00:00:00,2022-08-03 00:00:00,26.34,2022-08-09 00:00:00,2022-08-10 00:00:00,2022-08-16 00:00:00,2022-08-18 00:00:00,2022-08-23 00:00:00,13,False,NORMAL,True,,3865bfdaa936451e92c1c08144b75309,300,32.84,5.4798,2022-08-24 15:00:00,9852.0,24.69,45.065,6eee55ccb7934beeb33f92c07cabb1c9,31.4,14.8788,2022-10-11 15:00:00,STOP_LOSS,-432.0,0.0,-452.36
2023-03-31 15:00:00,600036.SS,2023-02-13 00:00:00,True,34.97,2023-02-13 00:00:00,2023-02-16 00:00:00,2023-02-17 00:00:00,2023-02-24 00:00:00,2023-02-27 00:00:00,2023-02-28 00:00:00,2023-03-06 00:00:00,2023-03-07 00:00:00,29.84,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-03-10 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00,13,True,NORMAL,True,,3b9d483a272e46aab935999065f22792,200,34.88,5.3397,2023-03-15 15:00:00,6976.0,27.03,46.655,de9d00fac9a84b08875e35cca600731a,34.27,12.1878,2023-03-31 15:00:00,STOP_LOSS,-122.0,0.0,-139.53
2023-07-25 00:00:00,600036.SS,2023-05-31 00:00:00,False,27.73,2023-05-31 00:00:00,2023-06-01 00:00:00,2023-06-13 00:00:00,2023-06-20 00:00:00,2023-06-21 00:00:00,2023-06-26 00:00:00,2023-06-27 00:00:00,2023-07-06 00:00:00,25.86,2023-07-07 00:00:00,2023-07-10 00:00:00,2023-07-18 00:00:00,2023-07-24 00:00:00,,12,,CANCEL_BY_TDST_RULE_4,False,,,,,,,,,,,,,,,,,
